GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0021533	0.029518106854155	11.5862068965517	0.823929685284945	3	4	cell differentiation in hindbrain	ENSXMAG00000011418,ENSXMAG00000014457,ENSXMAG00000007016	hgfa,met,atg4da
GO:0021545	0.00806025856948972	3.48469529085873	3.91366600510349	9	19	cranial nerve development	ENSXMAG00000003908,ENSXMAG00000010812,ENSXMAG00000011418,ENSXMAG00000012134,ENSXMAG00000001299,ENSXMAG00000004738,ENSXMAG00000014457,ENSXMAG00000020066,ENSXMAG00000000174	lhx2b,nsfa,hgfa,adgrg1,klf7b,klf6a,met,lrrn1,rtn4a
GO:0021575	0.0222361411716489	3.8666205943331	2.47178905585483	6	12	hindbrain morphogenesis	ENSXMAG00000011005,ENSXMAG00000011418,ENSXMAG00000014457,ENSXMAG00000003038,ENSXMAG00000007016,ENSXMAG00000019890	smo,hgfa,met,pax2a,atg4da,ascl1b
GO:0021587	0.00532635423084965	9.6667817679558	1.44187694924865	5	7	cerebellum morphogenesis	ENSXMAG00000011005,ENSXMAG00000011418,ENSXMAG00000014457,ENSXMAG00000003038,ENSXMAG00000007016	smo,hgfa,met,pax2a,atg4da
GO:0021602	0.0220888546967625	4.83166436464088	1.85384179189113	5	9	cranial nerve morphogenesis	ENSXMAG00000011418,ENSXMAG00000001299,ENSXMAG00000004738,ENSXMAG00000014457,ENSXMAG00000020066	hgfa,klf7b,klf6a,met,lrrn1
GO:0021603	0.00532635423084965	9.6667817679558	1.44187694924865	5	7	cranial nerve formation	ENSXMAG00000011418,ENSXMAG00000001299,ENSXMAG00000004738,ENSXMAG00000014457,ENSXMAG00000020066	hgfa,klf7b,klf6a,met,lrrn1
GO:0021675	0.032405827876138	2.48728729719034	4.73759569038843	9	23	nerve development	ENSXMAG00000003908,ENSXMAG00000010812,ENSXMAG00000011418,ENSXMAG00000012134,ENSXMAG00000001299,ENSXMAG00000004738,ENSXMAG00000014457,ENSXMAG00000020066,ENSXMAG00000000174	lhx2b,nsfa,hgfa,adgrg1,klf7b,klf6a,met,lrrn1,rtn4a
GO:0021697	0.029518106854155	11.5862068965517	0.823929685284945	3	4	cerebellar cortex formation	ENSXMAG00000011418,ENSXMAG00000014457,ENSXMAG00000007016	hgfa,met,atg4da
GO:0021782	0.0222361411716489	3.8666205943331	2.47178905585483	6	12	glial cell development	ENSXMAG00000001603,ENSXMAG00000010812,ENSXMAG00000011005,ENSXMAG00000012134,ENSXMAG00000015332,ENSXMAG00000006373	sox10,nsfa,smo,adgrg1,FMNL2,il34
GO:0022407	0.0368143397054488	5.15113871635611	1.44187694924865	4	7	regulation of cell-cell adhesion	ENSXMAG00000005438,ENSXMAG00000018758,ENSXMAG00000004396,ENSXMAG00000020266	TET2,ythdf2,runx1,nrarpa
GO:0022412	0.015332122062043	2.76556776556777	4.94357811170967	10	24	cellular process involved in reproduction in multicellular organism	ENSXMAG00000001152,ENSXMAG00000004643,ENSXMAG00000011812,ENSXMAG00000006463,ENSXMAG00000009518,ENSXMAG00000011679,ENSXMAG00000019863,ENSXMAG00000002246,ENSXMAG00000002926,ENSXMAG00000018674	kdm6al,zgc:173556,zar1,cftr,gper1,nemp1,paqr7b,lepr,pum3,ybx1
GO:0022610	3.37902165240725e-05	2.00116959064327	35.4289764672526	58	172	biological adhesion	ENSXMAG00000000209,ENSXMAG00000000807,ENSXMAG00000001821,ENSXMAG00000002715,ENSXMAG00000003209,ENSXMAG00000004007,ENSXMAG00000005194,ENSXMAG00000005438,ENSXMAG00000005525,ENSXMAG00000006650,ENSXMAG00000007480,ENSXMAG00000007759,ENSXMAG00000008649,ENSXMAG00000010441,ENSXMAG00000011004,ENSXMAG00000011155,ENSXMAG00000013821,ENSXMAG00000014365,ENSXMAG00000015461,ENSXMAG00000015558,ENSXMAG00000018758,ENSXMAG00000018793,ENSXMAG00000001540,ENSXMAG00000003022,ENSXMAG00000004396,ENSXMAG00000004948,ENSXMAG00000007536,ENSXMAG00000007775,ENSXMAG00000008306,ENSXMAG00000008568,ENSXMAG00000009948,ENSXMAG00000012113,ENSXMAG00000012135,ENSXMAG00000013646,ENSXMAG00000014274,ENSXMAG00000014279,ENSXMAG00000014306,ENSXMAG00000016712,ENSXMAG00000016798,ENSXMAG00000017242,ENSXMAG00000017644,ENSXMAG00000018348,ENSXMAG00000018799,ENSXMAG00000020266,ENSXMAG00000003979,ENSXMAG00000004856,ENSXMAG00000006042,ENSXMAG00000007020,ENSXMAG00000011009,ENSXMAG00000011865,ENSXMAG00000012814,ENSXMAG00000015394,ENSXMAG00000000593,ENSXMAG00000004545,ENSXMAG00000008749,ENSXMAG00000008904,ENSXMAG00000010158,ENSXMAG00000011051	jupa,COL6A6,fn1a,ctnnal1,THBS2,mxra8a,LAMA4,TET2,vcam1b,NID1,MYLK,MYPN,itgb3a,vcla,itga9,CLSTN3,dpp4,pdgfra,parvaa,vclb,ythdf2,fat1a,ITGA4,cdhr1a,runx1,cdh5,yap1,THBS1,epha4a,FERMT1,PCDH7,fat3a,npnta,nlgn2a,ITGA8,cdh12a,dsc2l,pcdh18b,tln2a,ITGA7,FAT4,col28a1b,nrarpa,zgc:113337,col28a2a,jam3b,cdh2,itgb1a,DSCAML1,mxra8b,spon1b,ITGB8,pcdh8,spon2b,vezt,ITGA2,lmo7a
GO:0023052	5.64767689808791e-05	1.31941269990656	293.112985540119	347	1423	signaling	ENSXMAG00000000203,ENSXMAG00000000220,ENSXMAG00000000291,ENSXMAG00000000470,ENSXMAG00000000919,ENSXMAG00000001095,ENSXMAG00000001157,ENSXMAG00000001681,ENSXMAG00000001711,ENSXMAG00000001857,ENSXMAG00000001901,ENSXMAG00000001997,ENSXMAG00000002036,ENSXMAG00000002212,ENSXMAG00000002372,ENSXMAG00000002575,ENSXMAG00000002640,ENSXMAG00000002715,ENSXMAG00000003277,ENSXMAG00000003465,ENSXMAG00000004055,ENSXMAG00000004457,ENSXMAG00000004531,ENSXMAG00000004629,ENSXMAG00000004706,ENSXMAG00000004783,ENSXMAG00000004835,ENSXMAG00000004905,ENSXMAG00000005131,ENSXMAG00000005165,ENSXMAG00000005217,ENSXMAG00000005438,ENSXMAG00000005440,ENSXMAG00000005624,ENSXMAG00000005676,ENSXMAG00000006278,ENSXMAG00000006344,ENSXMAG00000006488,ENSXMAG00000006746,ENSXMAG00000006750,ENSXMAG00000007043,ENSXMAG00000007512,ENSXMAG00000007980,ENSXMAG00000008122,ENSXMAG00000008165,ENSXMAG00000008513,ENSXMAG00000008554,ENSXMAG00000008588,ENSXMAG00000008649,ENSXMAG00000008839,ENSXMAG00000009034,ENSXMAG00000009205,ENSXMAG00000009592,ENSXMAG00000009618,ENSXMAG00000009787,ENSXMAG00000009982,ENSXMAG00000009998,ENSXMAG00000010044,ENSXMAG00000010192,ENSXMAG00000010248,ENSXMAG00000010254,ENSXMAG00000010463,ENSXMAG00000010490,ENSXMAG00000010611,ENSXMAG00000010749,ENSXMAG00000011004,ENSXMAG00000011005,ENSXMAG00000011072,ENSXMAG00000011178,ENSXMAG00000011257,ENSXMAG00000011333,ENSXMAG00000011804,ENSXMAG00000011851,ENSXMAG00000011966,ENSXMAG00000012040,ENSXMAG00000012134,ENSXMAG00000012475,ENSXMAG00000012551,ENSXMAG00000012781,ENSXMAG00000012969,ENSXMAG00000013070,ENSXMAG00000013193,ENSXMAG00000013231,ENSXMAG00000013494,ENSXMAG00000013549,ENSXMAG00000014010,ENSXMAG00000014094,ENSXMAG00000014365,ENSXMAG00000014404,ENSXMAG00000014818,ENSXMAG00000014880,ENSXMAG00000014934,ENSXMAG00000015071,ENSXMAG00000015476,ENSXMAG00000015628,ENSXMAG00000016288,ENSXMAG00000016317,ENSXMAG00000016318,ENSXMAG00000016482,ENSXMAG00000016530,ENSXMAG00000016747,ENSXMAG00000017176,ENSXMAG00000017299,ENSXMAG00000017524,ENSXMAG00000017534,ENSXMAG00000017731,ENSXMAG00000017877,ENSXMAG00000017923,ENSXMAG00000018099,ENSXMAG00000018333,ENSXMAG00000018426,ENSXMAG00000018758,ENSXMAG00000018934,ENSXMAG00000019115,ENSXMAG00000019210,ENSXMAG00000019535,ENSXMAG00000019630,ENSXMAG00000019716,ENSXMAG00000019997,ENSXMAG00000020196,ENSXMAG00000020275,ENSXMAG00000020317,ENSXMAG00000020331,ENSXMAG00000020390,ENSXMAG00000000055,ENSXMAG00000000198,ENSXMAG00000000436,ENSXMAG00000000566,ENSXMAG00000000791,ENSXMAG00000000843,ENSXMAG00000001114,ENSXMAG00000001149,ENSXMAG00000001355,ENSXMAG00000001522,ENSXMAG00000001540,ENSXMAG00000001544,ENSXMAG00000001722,ENSXMAG00000001788,ENSXMAG00000001898,ENSXMAG00000002106,ENSXMAG00000002253,ENSXMAG00000002271,ENSXMAG00000002377,ENSXMAG00000002400,ENSXMAG00000002536,ENSXMAG00000002567,ENSXMAG00000003618,ENSXMAG00000003628,ENSXMAG00000003726,ENSXMAG00000003970,ENSXMAG00000004034,ENSXMAG00000004087,ENSXMAG00000004214,ENSXMAG00000004336,ENSXMAG00000004388,ENSXMAG00000004673,ENSXMAG00000004882,ENSXMAG00000005187,ENSXMAG00000005305,ENSXMAG00000005668,ENSXMAG00000005838,ENSXMAG00000006011,ENSXMAG00000006136,ENSXMAG00000006331,ENSXMAG00000006437,ENSXMAG00000006533,ENSXMAG00000006838,ENSXMAG00000007067,ENSXMAG00000007213,ENSXMAG00000007385,ENSXMAG00000007536,ENSXMAG00000007567,ENSXMAG00000008057,ENSXMAG00000008151,ENSXMAG00000008306,ENSXMAG00000008481,ENSXMAG00000008560,ENSXMAG00000008568,ENSXMAG00000008573,ENSXMAG00000009000,ENSXMAG00000009128,ENSXMAG00000009513,ENSXMAG00000009518,ENSXMAG00000009602,ENSXMAG00000009979,ENSXMAG00000010017,ENSXMAG00000010772,ENSXMAG00000011092,ENSXMAG00000011280,ENSXMAG00000011304,ENSXMAG00000011891,ENSXMAG00000011919,ENSXMAG00000012206,ENSXMAG00000012381,ENSXMAG00000012925,ENSXMAG00000012966,ENSXMAG00000013366,ENSXMAG00000013527,ENSXMAG00000013566,ENSXMAG00000013675,ENSXMAG00000013825,ENSXMAG00000013888,ENSXMAG00000014274,ENSXMAG00000014275,ENSXMAG00000014457,ENSXMAG00000014597,ENSXMAG00000014788,ENSXMAG00000015278,ENSXMAG00000015423,ENSXMAG00000015848,ENSXMAG00000015959,ENSXMAG00000016121,ENSXMAG00000016162,ENSXMAG00000016744,ENSXMAG00000016932,ENSXMAG00000017066,ENSXMAG00000017124,ENSXMAG00000017644,ENSXMAG00000017689,ENSXMAG00000018053,ENSXMAG00000018457,ENSXMAG00000018595,ENSXMAG00000018788,ENSXMAG00000018922,ENSXMAG00000018941,ENSXMAG00000019178,ENSXMAG00000019181,ENSXMAG00000019533,ENSXMAG00000019827,ENSXMAG00000019863,ENSXMAG00000019945,ENSXMAG00000019951,ENSXMAG00000020055,ENSXMAG00000020170,ENSXMAG00000020230,ENSXMAG00000020263,ENSXMAG00000020278,ENSXMAG00000020283,ENSXMAG00000000208,ENSXMAG00000000292,ENSXMAG00000000495,ENSXMAG00000001735,ENSXMAG00000002154,ENSXMAG00000002364,ENSXMAG00000002444,ENSXMAG00000002916,ENSXMAG00000003393,ENSXMAG00000003532,ENSXMAG00000003785,ENSXMAG00000004048,ENSXMAG00000004259,ENSXMAG00000004422,ENSXMAG00000004660,ENSXMAG00000005656,ENSXMAG00000006957,ENSXMAG00000007513,ENSXMAG00000007558,ENSXMAG00000007717,ENSXMAG00000008345,ENSXMAG00000008865,ENSXMAG00000009326,ENSXMAG00000009344,ENSXMAG00000009380,ENSXMAG00000009963,ENSXMAG00000010136,ENSXMAG00000010263,ENSXMAG00000010456,ENSXMAG00000010465,ENSXMAG00000010903,ENSXMAG00000011009,ENSXMAG00000011122,ENSXMAG00000011534,ENSXMAG00000011728,ENSXMAG00000012309,ENSXMAG00000012330,ENSXMAG00000012791,ENSXMAG00000012850,ENSXMAG00000012956,ENSXMAG00000012971,ENSXMAG00000013325,ENSXMAG00000013327,ENSXMAG00000013367,ENSXMAG00000013421,ENSXMAG00000013441,ENSXMAG00000013581,ENSXMAG00000014506,ENSXMAG00000014713,ENSXMAG00000014734,ENSXMAG00000014802,ENSXMAG00000015109,ENSXMAG00000015501,ENSXMAG00000015901,ENSXMAG00000016163,ENSXMAG00000016845,ENSXMAG00000017004,ENSXMAG00000017204,ENSXMAG00000017330,ENSXMAG00000017367,ENSXMAG00000017758,ENSXMAG00000017879,ENSXMAG00000017893,ENSXMAG00000017974,ENSXMAG00000018090,ENSXMAG00000018109,ENSXMAG00000018440,ENSXMAG00000018904,ENSXMAG00000018926,ENSXMAG00000019310,ENSXMAG00000019412,ENSXMAG00000019488,ENSXMAG00000019722,ENSXMAG00000019815,ENSXMAG00000020215,ENSXMAG00000020223,ENSXMAG00000020329,ENSXMAG00000000193,ENSXMAG00000000385,ENSXMAG00000000593,ENSXMAG00000000680,ENSXMAG00000001523,ENSXMAG00000002353,ENSXMAG00000002618,ENSXMAG00000008393,ENSXMAG00000008714,ENSXMAG00000009489,ENSXMAG00000009523,ENSXMAG00000009676,ENSXMAG00000010158,ENSXMAG00000011051,ENSXMAG00000011129,ENSXMAG00000011526,ENSXMAG00000012524,ENSXMAG00000012949,ENSXMAG00000013188,ENSXMAG00000013312,ENSXMAG00000014265,ENSXMAG00000014629,ENSXMAG00000014838,ENSXMAG00000015247,ENSXMAG00000017676,ENSXMAG00000017725,ENSXMAG00000018058,ENSXMAG00000018901,ENSXMAG00000018947,ENSXMAG00000019501,ENSXMAG00000019570,ENSXMAG00000019798	angptl2b,TYK2,nsg2,ADRB2,gprc5ba,ltb4r2a,vangl2,SH2D3C,GABRG2,adgra2,TCF7L1,si:ch211-251b21.1,os9,jak1,smad6a,wsb2,ldlrad4b,ctnnal1,notch1b,jak2a,fstl1b,pdgfab,pi4kaa,MAPK8IP2,RPS6KB2,RALGAPB,NOMO1,TRAF2,adm2a,stat5a,rps6ka4,TET2,TNPO1,unc5b,htr2b,lats1,ADCYAP1R1,PLCD4,frzb,SIPA1L2,PDE3B,cnksr3,map4k2,PELI3,csrp1a,HOMER3,pdgfrb,csf1ra,itgb3a,CDC42,ARHGAP6,tnfsf10,ednraa,smad1,unc5a,pkd2,bmp3,GPR61,hcrtr2,mapk11,dkk2,sfrp1a,hdr,stat6,gpatch3,itga9,smo,acvrl1,erbb3b,ccn1,MCF2L,SPRED2,chrne,plcg2,gnb2,adgrg1,fgf22,IRS2,ARHGAP44,rgl1,saga,kdrl,atf6,EPHA3,rgl2,git2a,rhof,pdgfra,PLCD3,arhgap36,il17d,popdc2,syn1,PTK2,GRK6,SH3RF3,ARHGAP4,nod2,egfra,sema3fa,galr2a,gng5,prickle1a,synj1,ppp1r12a,unc93b1,AXIN2,dgke,tead3b,htra1a,alkal1,ythdf2,nr1d1,SCAP,TIAM2,gpr182,cnr1,ACKR4,s1pr5a,ccr12a,P2RY1,adra2b,cmklr1,fzd7b,ADGRD1,DOCK6,maco1a,tgfbr1b,GRB10,rab33a,rac1b,tgfb1a,gdi1,NR3C1,ITGA4,rtkna,GPR21,TLR5,nrp2b,acvr2aa,ITPR1,rasgef1bb,SMAD3,plvapb,lpar5b,homer3b,MAP3K15,mylipa,rangap1a,TGFB3,fzd6,gpr184,PKN2,pparaa,HGF,ephb3a,ADGRL3,net1,GLP2R,gucy1b1,EPHB3,bmp6,esr2a,igfbp3,RHPN1,VIPR2,MYO10,ANK2,DGKH,ephb4b,yap1,ASB2,SYDE1,dlgap3,epha4a,PLCB4,PPP3CA,FERMT1,zgc:158659,adra1bb,ramp2,vipr1b,gper1,ugdh,BDKRB2,gnai3,tlr21,lhcgr,nr4a2a,ACVR1C,mapk8ip3,agtr2,agrn,notch2,GRIN2C,GPR37L1,SYNGAP1,ARHGAP22,chrnb1,prdm5,wnt11,ITGA8,rxrba,met,CYTH3,sav1,F2RL3,tead1a,rgs7bpa,EFNA5,gal,lrp5,NTRK2,adcyap1r1a,thrb,bmpr1ba,ITGA7,chrm2a,GUCY1A2,EVC,pik3r1,fgfr4,f2r2.1,NPY2R,mapk12a,pde6a,nog2,socs5b,paqr7b,s1pr3a,s1pr2,ackr4b,rhoh,lpar6a,C5AR1,P2RY14,GPR34,PDE4A,aspscr1,STC2,rxraa,mapk6,ANK1,pdcb,sesn2,PLXNB3,zwilch,srgap2,ptk2bb,bmpr1aa,rasgrp3,rab40c,gucy1a1,sv2ca,wnt7aa,ARHGAP42,p2rx2,fgf18a,ptger1b,plcd1a,ndrg2,axin1,galr1b,fgf10b,pmepa1,WNT8A,grk7b,itgb1a,gnb3a,lzic,GPR158,SPAG9,notum1a,ADGRB1,rln3b,zgc:162895,CASR,MCF2,pcmtl,tlr18,lpar2a,gna15.4,apln,inhbab,tgfb3,rac3b,efna1a,ndr2,dvl2,GRIA2,uts2a,zgc:112334,slc33a1,rassf1,PPARG,aida,mtnr1bb,FNBP1,spaw,GRM4,UNC13C,P2RY2,babam2,nrg2b,SV2C,UNC13A,rhobtb4,adra2da,paqr8,s1pr5b,adra2a,or30bt5,gpr3,nfkb2,FGF11,ITGB8,CALCR,fgf19,thoc1,pyya,or30bu2,PPP2R5B,wnt16,flt4,ITGA2,lmo7a,ppp3cb,gria3a,GPR26,npb,nr4a3,sh3bp5la,rln3a,INPP5B,rgrb,aplnra,grm5a,syn2a,ppp1r12c,tas1r1,DGKB,npy7r,RAB9A,s1pr1
GO:0030154	0.0408418560436019	1.18733705393515	142.745817975617	161	693	cell differentiation	ENSXMAG00000000203,ENSXMAG00000000293,ENSXMAG00000000682,ENSXMAG00000001157,ENSXMAG00000001603,ENSXMAG00000001821,ENSXMAG00000001857,ENSXMAG00000001864,ENSXMAG00000002200,ENSXMAG00000003277,ENSXMAG00000003376,ENSXMAG00000003465,ENSXMAG00000003672,ENSXMAG00000003908,ENSXMAG00000004055,ENSXMAG00000004289,ENSXMAG00000004318,ENSXMAG00000004643,ENSXMAG00000004792,ENSXMAG00000004807,ENSXMAG00000004822,ENSXMAG00000005165,ENSXMAG00000005311,ENSXMAG00000005438,ENSXMAG00000006746,ENSXMAG00000007369,ENSXMAG00000007610,ENSXMAG00000007759,ENSXMAG00000008152,ENSXMAG00000008165,ENSXMAG00000009123,ENSXMAG00000009264,ENSXMAG00000010429,ENSXMAG00000010463,ENSXMAG00000010812,ENSXMAG00000010944,ENSXMAG00000011005,ENSXMAG00000011418,ENSXMAG00000011812,ENSXMAG00000012134,ENSXMAG00000012567,ENSXMAG00000012618,ENSXMAG00000014077,ENSXMAG00000014181,ENSXMAG00000014732,ENSXMAG00000014934,ENSXMAG00000015268,ENSXMAG00000015332,ENSXMAG00000015616,ENSXMAG00000015733,ENSXMAG00000015928,ENSXMAG00000016530,ENSXMAG00000017038,ENSXMAG00000017299,ENSXMAG00000017524,ENSXMAG00000017818,ENSXMAG00000017899,ENSXMAG00000017923,ENSXMAG00000018758,ENSXMAG00000018783,ENSXMAG00000019150,ENSXMAG00000019384,ENSXMAG00000019406,ENSXMAG00000019414,ENSXMAG00000019439,ENSXMAG00000019535,ENSXMAG00000019630,ENSXMAG00000000053,ENSXMAG00000000843,ENSXMAG00000001440,ENSXMAG00000001540,ENSXMAG00000001898,ENSXMAG00000002351,ENSXMAG00000002408,ENSXMAG00000002671,ENSXMAG00000002912,ENSXMAG00000002968,ENSXMAG00000004054,ENSXMAG00000004237,ENSXMAG00000004396,ENSXMAG00000004439,ENSXMAG00000004738,ENSXMAG00000006213,ENSXMAG00000006463,ENSXMAG00000007213,ENSXMAG00000007226,ENSXMAG00000007485,ENSXMAG00000007536,ENSXMAG00000007730,ENSXMAG00000008315,ENSXMAG00000008522,ENSXMAG00000009518,ENSXMAG00000010189,ENSXMAG00000010464,ENSXMAG00000011345,ENSXMAG00000011679,ENSXMAG00000011687,ENSXMAG00000012381,ENSXMAG00000012925,ENSXMAG00000013351,ENSXMAG00000014457,ENSXMAG00000015039,ENSXMAG00000015290,ENSXMAG00000015512,ENSXMAG00000016132,ENSXMAG00000016162,ENSXMAG00000018476,ENSXMAG00000018968,ENSXMAG00000019533,ENSXMAG00000019692,ENSXMAG00000019863,ENSXMAG00000019951,ENSXMAG00000020266,ENSXMAG00000002246,ENSXMAG00000002941,ENSXMAG00000003038,ENSXMAG00000003093,ENSXMAG00000003393,ENSXMAG00000003785,ENSXMAG00000004225,ENSXMAG00000004259,ENSXMAG00000004274,ENSXMAG00000004422,ENSXMAG00000005549,ENSXMAG00000006003,ENSXMAG00000006106,ENSXMAG00000007016,ENSXMAG00000007513,ENSXMAG00000009344,ENSXMAG00000010166,ENSXMAG00000010655,ENSXMAG00000011865,ENSXMAG00000012335,ENSXMAG00000013421,ENSXMAG00000014713,ENSXMAG00000017004,ENSXMAG00000017204,ENSXMAG00000018090,ENSXMAG00000018674,ENSXMAG00000018711,ENSXMAG00000019292,ENSXMAG00000019310,ENSXMAG00000019653,ENSXMAG00000020149,ENSXMAG00000000174,ENSXMAG00000001523,ENSXMAG00000001845,ENSXMAG00000001877,ENSXMAG00000003931,ENSXMAG00000006044,ENSXMAG00000006373,ENSXMAG00000009523,ENSXMAG00000012680,ENSXMAG00000013430,ENSXMAG00000013819,ENSXMAG00000014705,ENSXMAG00000015247,ENSXMAG00000015521,ENSXMAG00000017496,ENSXMAG00000018947,ENSXMAG00000020363	angptl2b,klhl40a,tfpi2,vangl2,sox10,fn1a,adgra2,scrib,mitfa,notch1b,tpm4a,jak2a,smpx,lhx2b,fstl1b,eya4,sema3e,zgc:173556,SEMA3C,cdc73,vwa1,stat5a,cdca7a,TET2,frzb,SF3B1,myo6a,MYPN,NAV1,csrp1a,plod2,TNS1,PRKCD,sfrp1a,nsfa,cryaba,smo,hgfa,zar1,adgrg1,LTBP3,mbnl2,abcc5,dhps,csf3r,popdc2,exoc5,FMNL2,pgm5,slc8a1a,ogg1,sema3fa,lrsam1,prickle1a,synj1,ARHGEF2,meox1,dgke,ythdf2,id3,sema6e,casp9,nr2f1a,mef2cb,kctd12.2,gpr182,cnr1,ncor2,rab33a,ak3,ITGA4,nrp2b,sema4c,slit1a,coq8b,prkcq,STAC2,CIT,sema3d,runx1,WFS1,klf6a,nav3,cftr,DGKH,RELN,vcp,yap1,DLK1,hsp90aa1.1,fbl,gper1,NAV2,kirrel3l,tardbpa,nemp1,COL6A2,agrn,notch2,prdm1a,met,ABCB10,snrkb,rnf114,nipa1,lrp5,brf1a,lhx4,nog2,cebpa,paqr7b,s1pr2,nrarpa,lepr,gap43,pax2a,isl2a,PLXNB3,srgap2,sox7,bmpr1aa,sema3ab,rasgrp3,ADA2,bbs2,robo3,atg4da,wnt7aa,ndrg2,sncb,INPP5K,DSCAML1,HSPG2,lpar2a,tgfb3,slc33a1,rassf1,UNC13C,ybx1,ash2l,SEMA6B,UNC13A,SLITRK4,SLITRK5,rtn4a,fgf19,GBA2,mnx2b,myog,camsap2a,il34,wnt16,pax5,brd4,gcga,b4gat1,aplnra,cnot8,myf5,DGKB,tal2
GO:0030155	0.0220888546967625	4.83166436464088	1.85384179189113	5	9	regulation of cell adhesion	ENSXMAG00000005438,ENSXMAG00000018758,ENSXMAG00000004396,ENSXMAG00000020266,ENSXMAG00000011051	TET2,ythdf2,runx1,nrarpa,lmo7a
GO:0030198	0.0194172898765374	2.16995135510771	8.03331443152821	14	39	extracellular matrix organization	ENSXMAG00000001157,ENSXMAG00000001177,ENSXMAG00000009123,ENSXMAG00000009137,ENSXMAG00000010309,ENSXMAG00000012321,ENSXMAG00000015155,ENSXMAG00000016415,ENSXMAG00000016442,ENSXMAG00000019046,ENSXMAG00000002671,ENSXMAG00000004377,ENSXMAG00000004396,ENSXMAG00000010464	vangl2,ADAMTS17,plod2,ADAMTS1,fbln1,adamts15a,ADAMTS14,dpt,lamb2,ADAMTS6,coq8b,creb3l2,runx1,kirrel3l
GO:0030223	0.0222361411716489	3.8666205943331	2.47178905585483	6	12	neutrophil differentiation	ENSXMAG00000014732,ENSXMAG00000000053,ENSXMAG00000004396,ENSXMAG00000018476,ENSXMAG00000019692,ENSXMAG00000005549	csf3r,ncor2,runx1,brf1a,cebpa,ADA2
GO:0030278	0.00532635423084965	9.6667817679558	1.44187694924865	5	7	regulation of ossification	ENSXMAG00000017408,ENSXMAG00000016162,ENSXMAG00000014713,ENSXMAG00000019787,ENSXMAG00000009523	enpp1,lrp5,tgfb3,twist1b,wnt16
GO:0030500	0.00749636032292967	15.4589371980676	1.02991210660618	4	5	regulation of bone mineralization	ENSXMAG00000017408,ENSXMAG00000016162,ENSXMAG00000019787,ENSXMAG00000009523	enpp1,lrp5,twist1b,wnt16
GO:0030851	0.0497301249480147	2.89892881824464	2.88375389849731	6	14	granulocyte differentiation	ENSXMAG00000014732,ENSXMAG00000000053,ENSXMAG00000004396,ENSXMAG00000018476,ENSXMAG00000019692,ENSXMAG00000005549	csf3r,ncor2,runx1,brf1a,cebpa,ADA2
GO:0030968	0.0424055686599227	Inf	0.411964842642472	2	2	endoplasmic reticulum unfolded protein response	ENSXMAG00000002036,ENSXMAG00000013231	os9,atf6
GO:0031076	0.0192216007892508	3.09536332179931	3.70768358378225	8	18	embryonic camera-type eye development	ENSXMAG00000002200,ENSXMAG00000008078,ENSXMAG00000010463,ENSXMAG00000010546,ENSXMAG00000011005,ENSXMAG00000018793,ENSXMAG00000004564,ENSXMAG00000003038	mitfa,AFAP1L2,sfrp1a,znf503,smo,fat1a,znf703,pax2a
